APPLICATIONFEE,APPROVALREQUIRED,AREA,BATHSFULL,BATHSHALF,BEDS,CITY,CLOSEDDATE,COMPACTOR,COMPBONUS,CONNECTIONS,COOLSYSTEM,COOPSALE,COUNTERTOPS,COUNTRY,COUNTY,DAYSONMARKET,DAYSONMARKETCUMULATIVE,DAYSTOCLOSING,DEPOSITPET,DEPOSITSECURITY,GARAGECAP,GPEXT_GEOCODEDATE,GPEXT_LATITUDE,GPEXT_LONGITUDE,LEASEPRICE,LEGALSUBDIVISION,LISTDATE,LISTPRICE,LOTSIZE,LOTSIZESRC,PETS,PHOTOCOUNT,PHOTODATE,REALREMARKS,RECFACILITYFEE,REMARKS,REMOVALOPTDATE,RENTALTERMS,RENTALTYPE,SQFTBLDG,SQFTSOURCE,STORIES,STREETDIR,STREETNAME,STREETNUM,STREETNUMDISPLAY,SUBDIVISION,YEARBUILT,ZIP4,ZIPCODE
40,Y,30,2,0,4,RICHMOND,5/14/12 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,36,36,6,Y,1250,2,3/21/12 14:49,29.53658676,-95.68627167,1250,TARA,4/2/12 0:00,1250,0,APPDS,CSBAS,12,4/14/12 12:15,"application required for every adult over 18. $40.00 application fee. Submit applications, copy of TDL, pay stubs showing YTD. No vouchers, section 8, etc. Available for move in May 1st. Showings start 4/7/2012",NULL,"GREAT FLOOR PLAN OFFERS A HUGE FAMILY ROOM THAT ADJOINS THE FORMAL DINING ROOM AND HAS CERAMIC TILE THROUGHOUT LIVING AREAS AND BATHROOMS. EAT IN KITCHEN. HUGE UTILITY ROOM. 30 YEAR UPGRADED ROOF INSTALLED 12/2008, RECENT INTERIOR AND EXTERIOR PAINT, CARPET, TILE, AND FIXTURES. GAS STOVE. 13 SEER A/C COMPRESSOR. THIS HOME WAS A MODEL AND HAS SPRINLKER SYSTEM AND LOTS OF UPGRADES. WALKING DISTANCE TO ELEMENTARY SCHOOL. HIGHLY DESIRED GEORGE RANCH HIGH SCHOOL. OWNER/AGENT",NULL,1YEAR,NULL,1634,APDIS,1,NULL,SAVANNAH MOSS DR,222,222,TARA SEC 5,1993,5978,77469
35,Y,30,2,0,4,RICHMOND,5/14/12 0:00,N,NULL,NULL,CNELE,N,Laminate,183,FORTBEND,13,13,4,Y,1200,2,4/28/12 7:00,29.5440197,-95.6950531,1150,TARA,4/27/12 0:00,1150,0,APPDS,CSBAS,0,NULL,Separate application for each applicant over the age of 18. Must include driver licnese copy and last one month of paycheck stub. Please fax or email. ,NULL,"Beautiful, spacious, recently remodeled 4 bedroom house in Tara. New tiles in all areas. Wood laminate in Living room. Ceiling Fans. Very large Dining area with light and bright Kitchen. New Tubs in Bathrooms. Double pane windows and solar screen for energy efficiency.  large backyard. Hurry1. this will not last long.",NULL,1YEAR,FREES,1686,APDIS,1,NULL,PICKETT DR,6734,6734,TARA SEC 1,1979,5824,77469
50,Y,30,2,1,3,Sugar Land,5/14/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,N,Granite,183,FORTBEND,14,14,0,Y,2200,2,4/30/12 16:27,NULL,NULL,2200,GREATWOOD STONEBRIDGE,4/30/12 0:00,2200,NULL,NULL,CSBAS,32,5/2/12 12:06,"Submit fully completed lease application per person with $35/person or $50/married couple application fee with a clear copy of DL and recent paystubs. We will accept a current copy of credit report with scores. Pets case by case. Good rental history and good credit required. Private showings will commence on May 4, 2012. Thank you.",NULL,1318 Summer Forest..This lovely and manicured 2-story featuring a shimmering salt water pool and summer kitchen is currently available for lease in coveted Greatwood Stonebridge!Many updates to paint/appliances in 2011!This residence is situated on a quiet cul-de-sac near a great green belt and features a north/south elevation.Schools are exemplary Campbell Elementary and new Reading Middle School and George Ranch High School.Please contact your agent to schedule a private showing of this home.,NULL,1YEAR,FREES,2550,APDIS,NULL,NULL,SUMMER FOREST,1318,1318,GREATWOOD,2001,6918,77479
45,Y,30,2,1,4,RICHMOND,5/13/12 0:00,NULL,NULL,WASHR,CNELE,N,NULL,183,FORTBEND,17,17,31,Y,1400,2,3/26/12 12:03,29.68205452,-95.68247223,1300,OTHER - 77407,3/26/12 0:00,1400,0,APPDS,CSBAS,14,NULL,"Home has tiles in Living, Kitchen and den. Please submit application with a fee of $40.00 for individual and $65.00 per couple payable to Ralph Ojo.",NULL,"Beautiful two story home in a quiet neighborhood. Ready to move in featuring walk in closets, vinyl in kitchen and baths, double sinks.",NULL,1YEAR,FREES,2148,APDIS,2,NULL,MIDNIGHT SUN LN,16923,16923,WITHERS RIDGE SEC 1,2005,2591,77407
45,Y,30,2,0,3,SUGAR LAND,5/12/12 0:00,NULL,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,NULL,183,FORTBEND,13,13,1,Y,1650,2,4/28/12 16:30,29.54303741,-95.68476105,1650,GREATWOOD CROSSING,4/28/12 0:00,1650,NULL,APPDS,CSBAS,32,4/28/12 17:05,PLEASE EMAIL ME YOUR INFO BEFORE SHOWING . NO NEED TO CALL VACANT ON THE SUPRA.,OWNER," BEAUTIFUL ONE STORY HOME IN THE DESIRABLE SUBDIVISION OF GREATWOOD.HOME HAS NEVER BEEN LEASED IN EXCELLENT CONDITION.LIVING ROOM WITH LARGE WINDOWS ALLOWING LOTS OF NATURAL LIGHT.HUGE KITCHEN WITH TONS OF COUNTER SPACE &GAS COOKING ,UTILITY ROOM OFF KITCHEN. MASTER BEDROOM WITH HIGH CEILINGS, MASTER BATH W/HIS AND HER VANITIES. WAIT UNTIL SEE LARGE MASTER BEDROOM CLOSET.FULLY FENCED YARD WITH PARK ACROSS THE STREET AND GREEN BELT BEHIND.SPRINKLER WILL INSTALL NEXT WEEK.2 NEW SCHOOLS.",NULL,1YEAR,FREES,2122,APDIS,1,NULL,DEER HOLLOW DR,619,619,Greatwood crossing,1999,6467,77479
50,Y,30,2,1,4,RICHMOND,5/9/12 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,Granite,183,FORTBEND,37,37,0,Y,1625,2,4/2/12 11:06,29.6724472,-95.75580597,1625,LONG MEADOW FARMS,4/2/12 0:00,1625,0,APPDS,CSBAS,20,4/2/12 11:57,"**No Showings Until 5/1/12!!** App fee is $50/person, $100/couple (cash/cashiers check/money order ONLY made out to VPS). App fee can be paid with credit card. Previous evictions and bad credit accepted ONLY with additional security deposits. In order to get a response, please submit the following: Application, App fee, Picture ID, Paystubs (Proof of Income). Send all required documents to MIKEB@AMERISOURCEREALTY.COM. PRICING IS FIRM AND HOME IS NOT FORSALE.",NULL,"Very house in Long Meadow Farms, a new Master Planned Community, offers such amenities as lakes, a recreational center, walking trails, Playground, Tennis Courts, Excellent Schools, Close to Highway/Westpark Tollway...This well maintained house comes with 4 LARGE bedrooms, maple cabintes, granite counters, whirlpool tub, upgraded carpets, side-by-side refrigerator, washer/dryer, oversized yard, full sprinkler system etc. Ceiling fans in ALL rooms. Energy Star...low utility bills!!!",NULL,1YEAR,FREES,2382,APDIS,2,NULL,CROCKETT RIDGE DR,7039,7039,LONG MEADOW FARMS SEC 13,2006,4724,77406
45,Y,30,2,0,3,Richmond,5/9/12 0:00,NULL,NULL,NULL,CNELE,Y,GRANITE,183,FORTBEND,21,21,2,Y,NULL,2,6/15/11 4:27,29.57158661,-95.74718475,1500,FOUNTAINS AT JANE LONG FARM,4/16/12 0:00,1500,NULL,NULL,CSBAS,17,4/16/12 11:44,"***Pets case by case basis-$500 dollar pet deposit required. $45 application fee for each tenant 18 year old or older, If provide own credit report it can not be more than 30 days old.***",NULL,"RICHMOND'S BEST KEPT SECRET, NEW CONSTRUCTION, SECLUDED / PRIVATE NEIGHBORHOOD WITH ONE ENTRANCE & EXIT, LOCATION LOCATION HIDDEN IN THE MIDDLE OF HWY 59 & HWY 90 MINUTES AWAY FROM RICHMOND TOWN CENTER.NEXT TO NEW COURT HOUSE. THIS WONDERFUL HOME IS SITTING ON A OVERSIZED CUL-DE-SAC LOT, GRANITE COUNTER TOPS,42'' CABINETS, TILE FLOORING, FRENCH DOORS, MAHOGANY GLAS FT DOOR,MASTER SUITE OFFERS LARGE TUB & SEPARATE SHOWER. ***OPEN HOUSE SAT 04/21 from 12p-2p***",NULL,1YEAR,NULL,1723,BUILD,1,NULL,Arbor Gate Ct.,2018,2018,FOUNTAINS AT JANE LONG FARMS,2010,NULL,77469
45,Y,30,2,0,3,RICHMOND,5/7/12 0:00,NULL,100,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,124,124,2,Y,NULL,2,1/2/12 14:52,29.49918938,-95.76567078,1250,SUNRISE MEADOW,1/2/12 0:00,1250,8553,APPDS,CSBAS,12,1/2/12 15:03,"Bring qualified tenant today, Carpet cleaned 1/30/2012.......Washer, Dryer, and Refrigerator included!!!! $100 Bonus if leased before 4/1/2012!!!",NULL,"GREAT 3/2BA RENTAL PROPERTY IN VERY QUIET SUBDIVISION......PROPERTY HAS RECENTLY BEEN PAINTED, AND CARPET HAS BEEN PROFESSIONALLY CLEANED. IN ADDITION WASHER, DRYER, AND REFRIGERATOR STAY. PETS UNDER 50LBS ARE ALLOWED.",NULL,1YEAR,FREES,1445,APDIS,1,NULL,GARNET TRAIL LN,6926,6926,SUNRISE MEADOW SEC 2,2007,4396,77469
60,Y,30,3,1,5,Sugar Land,5/7/12 0:00,N,NULL,"ELDRY,GASDR,WASHR","CNELE,ZONED",Y,NULL,183,FORTBEND,113,113,2,Y,3100,2,1/23/12 11:50,29.55729675,-95.66893005,2800,THE ENCLAVE AT GREATWOOD,1/13/12 0:00,2800,NULL,NULL,CSBAS,11,1/23/12 12:13,FURNISHED!!! OR WILL CONSIDER UN-FURNISHED! Home is very nice. Situated on the golf course (#16 tee box with view of #15 green) and at end of cul-d-sac.  Available now! VERY NICE!,OWNER,"FURNISHED...(OWNER MAY CONSIDER UNFURNISHED) This home is very nice with 5 bedrooms and on the golf course (#16 tee box with view of #15 green).  Spacious rooms, light and bright, high ceilings, master down, sprinkler sys, alarm and more.....READY TO MOVE IN.",NULL,1YEAR,FREES,2796,APDIS,2,NULL,Hillsboro Place,8611,8611,GREATWOOD (THE ENCLAVE),1998,NULL,77479
50,Y,30,2,1,3,ROSENBERG,5/7/12 0:00,NULL,NULL,NULL,CNELE,Y,Black Granite,183,FORTBEND,53,53,3,Y,1800,2,10/9/11 16:19,29.53121185,-95.71884155,1650,BONBROOK PLANTATION,3/12/12 0:00,1650,8443,APPDS,CSBAS,24,3/12/12 12:06,"Seller is Agent's daughter. Lots of upgrades. Need at least a one hour notice before showing. Title opened at Vintage Title, Rosenberg, Jan Matejka.",NULL,"What an awesome single story home, located on a corner lot on a cul-de-sac and very near the lake. Sitting on the add-on back patio, you can hear the water from the lake and feel the mist when the breeze is right. This 3 bedroom, 2 1/2 bath home with study has tons of upgrades, some from Beazer, some added by homeowner. Ceiling fans throughout, energy efficient, cozy fireplace, solar screens on back windows. Call your agent for more info on this charming home.",NULL,LONGT,NULL,2207,APDIS,1,NULL,ARBOR GREEN LN,311,311,BONBROOK PLANTATION NORTH SE,2007,4767,77469
25,Y,30,4,1,6,SUGAR LAND,5/6/12 0:00,N,NULL,"ELDRY,GASDR,WASHR","CNELE,ZONED",Y,corian,183,FORTBEND,19,19,5,Y,2150,2,4/2/12 11:33,29.56832123,-95.68123627,2100,RIVERPARK,4/12/12 0:00,2150,0,APPDS,YESAL,7,4/12/12 12:07,"Good credit/rental history req'd.Gorgenous Village 6/4.5/2+gmrm on corner w/professional landscaping and lots of fruit/shade trees in garden!Quick access to Grnd Pkwy/59.Very nice amenities:Large tile entry, kit, bthrms&indry rm. Laminate wood floors in den, study&frml dining. New berber carpet throughout rest of home 2/08. New cooktop 2/08.Refrigerator included. washer/dryer connection. Also for sale.",NULL,"This gorgeous home on a corner lot. lots of fruit/shade trees. 6 bedrooms and 4.5 baths with high ceiling in the family room (lots of windows). Huge open kitchen area offers corian counters and a large breakfast bar. Spacious master bedroom with jetted tub, separate shower and a huge walk-in closet! 2nd bathroom is downstairs with private bath. Laminate wood floors in study, dining & den.  Refrigerator included.Washer/Dryer connection. Easy access to hwy 99 and 59.Walking to the shopping center.",NULL,1YEAR,FREES,3480,APDIS,2,NULL,BRAZOS RIDGE DR,2602,2602,RIVERPARK SEC 3 R/P,1999,8928,77479
50,Y,30,2,0,4,ROSENBERG,5/6/12 0:00,N,NULL,NULL,CNELE,N,GRANITE,183,FORTBEND,11,11,1,NULL,1800,2,4/24/12 14:21,29.53117561,-95.76241302,1800,OAKS OF ROSENBERG,4/24/12 0:00,1800,6000,APPDS,NOALL,18,4/24/12 15:28,"NO SIGN,  $50 APPLICATION FEE PER ADULT. NO SMOKING NO PETS",OWNER,"GREAT FAMILY HOME. TILE, GRANITE KITHCEN, WOOD BLINDS THROUGHOUT.  FAMILY ROOM FEATURES WALL OF WINDOWS.",NULL,1YEAR,FREES,2329,APDIS,1,NULL,Stoneridge CT,5522,5522,OAKS OF ROSENBERG,2010,NULL,77471
40,Y,30,2,1,3,RICHMOND,5/4/12 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,8,8,3,Y,1400,2,4/23/12 14:44,29.68792915,-95.83041382,1400,WESTHEIMER LAKES,4/23/12 0:00,1400,0,APPDS,CSBAS,15,4/24/12 18:09,"All applicants must use attached application packet.  Call CSS for access to property.  713-977-7469.  The application cannot be processed until the entire application, proof of income, copy of ID's and application fee($40 for each adult) is received.",NULL,"Very open with high ceilings and lots of natural light. Three bedroom 2/1 bath. Nice loft room for study, office, gameroom,  Close to Westpark tollway & shopping centers. Features beach entry splash pool with slide and kids' playscape, Walking trails and bike paths, Covered basketball pavilion, Sand volleyball court, lighted tennis courts.Community lake and large gathering room",NULL,1YEAR,NULL,1792,APDIS,2,NULL,DELLROSE CROSSING DR,11034,11034,VILLAS AT WESTHEIMER LAKES S,2006,3955,77406
45,Y,30,1,0,2,NEEDVILLE,5/3/12 0:00,NULL,NULL,NULL,CNELE,N,NULL,183,FORTBEND,5,5,22,Y,NULL,2,4/7/12 0:31,29.44353294,-95.84783173,625,MEADOWGREEN ESTATES,4/6/12 0:00,625,43560,APPDS,YESAL,8,4/7/12 0:33,"AVAILABLE MAY 1,2012. PEACEFUL COUNTRY LIVING.SURROUNDED BY COTTON FIELDS.PLANT YOUR OWN GARDEN.REFRIGERATOR INCLUDED. WATER WELL.FRIENDLY NEIGHBORS.PETS ARE WELCOME WITH NON REF SEC DP. APPLICATION FEE IS $45.00 PER ADULT.",NULL,"AVAILABLE MAY 1,2012. PEACEFUL COUNTRY LIVING.SURROUNDED BY COTTON FIELDS.PLANT YOUR OWN GARDEN.REFRIGERATOR INCLUDED. WATER WELL.FRIENDLY NEIGHBORS.PETS ARE WELCOME WITH NON REF SEC DP.",NULL,1YEAR,DUPLX,1968,APDIS,1,NULL,MEADOWGREEN LN,7131,7131,MEADOWGREEN ESTATES,2003,NULL,77461
35,Y,30,2,0,3,RICHMOND,5/2/12 0:00,N,NULL,NULL,CNELE,N,GRANITE,183,FORTBEND,3,3,4,Y,1100,0,3/22/11 9:12,29.5760479,-95.76792145,1100,BORDENS ADDITION,4/25/12 0:00,1100,11690,OTHER,CSBAS,19,4/25/12 14:40,**APPLICANT HAS BEEN VERBALLY ACCEPTED - WAITING FOR SIGNATURES.  $35 APPLICATION FEE PER APPLICANT. PLEASE PROVIDE COPIES OF DRIVER'S LICENSE AND TWO MOST RECENT PAY STUBS.,NULL,"COMPLETELY REMODELED HOME ON UNRESTRICTED LOT WITH BEAUTIFUL MATURE TREES! COMMERCIAL OR RESIDENTIAL. KITCHEN WITH GRANITE TILE COUNTERS & STAINLESS APPLIANCES; WOOD FLOORS IN KITCHEN, BREAKFAST, DEN & STUDY; CUSTOM TRIM & MOLDINGS; UPDATED BATHS. THIRD BEDROOM CAN BE A STUDY/OFFICE. CARPORT WITH STORAGE BUILDING; HUGE STAINED CONCRETE PATIO. REFRIGERATOR, WASHER AND DRYER INCLUDED! WITHIN WALKING DISTANCE TO HOSPITAL AND CALVARY EPISCOPAL SCHOOL.",NULL,1YEAR,FREES,1544,APDIS,1,S,UNION ST,706,706,BORDENS ADDN,1940,3330,77469
40,Y,30,2,0,3,RICHMOND,5/1/12 0:00,N,none,NULL,CNELE,N,formica,183,FORTBEND,55,55,22,NULL,1100,2,11/8/11 15:42,29.50010681,-95.76148224,990,SUNRISE MEADOW,2/14/12 0:00,990,6360,APPDS,NOALL,9,2/15/12 13:48,"AGENT PLEASE FORWARD COMPLETE APPLICATION ON ALL OCCUPANTS OVER 18 YRS OLD, COPY OF DRIVERS LICENSE AND LAST TWO PAYSTUB. NO PETS, NO SMOKERS. ",NULL,FRESHLY PAINTED INTERIOR AND NEW CARPET THROUGHOUT MAKE THIS A TRUE  HOME SWEET HOME. 3/2/2 FEATURES ONE OPEN LIVING AREA ADJACENT TO SUNNY KITCHEN/BREAKFAST ROOM WITH CENTER ISLAND AND WHITE CABINETS AND NEURTRAL COUNTER TOPS. THREE NICE SIZE BEDROOM AND IN DOOR UTILITY ROOM.2 CAR GARAGE. NICE SIZE YARD FOR ENTERTAINING. ,NULL,1YEAR,NULL,1123,APDIS,1,NULL,SUNRISE HILL LN,7203,7203,SUNRISE MEADOW SEC 2,2007,4392,77469
35,Y,30,3,1,4,FULSHEAR,5/1/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,N,Granite,183,FORTBEND,6,6,26,Y,2800,3,12/2/08 14:30,29.67563248,-95.93980408,2800,WESTON LAKES,3/30/12 0:00,2800,0,APPDS,CSBAS,18,3/30/12 14:55,"Pool maintenance, washer/dryer/refrigerator is included in the monthly rent.  Please provide lease application, copy of driver's license, 2-mo. pay checks stubs and current credit report.  $35/application fee per applicant.",OWNER,"Fabulous home that has recently been updated with loads of wide plank Brazilian hardwood floors, upgraded frieze carpet and paint. Granite Kitchen w/ tumbled marble backsplash, 5-burner commercial gas stove & stainless appliances. Huge upstairs Master Suite overlooks gorgeous backyard. Updated Masterbath and secondary bath upstairs. Block paneled Study and downstairs Gameroom. Incredible salt water pool w/ waterfall, diving board & spa. Recently replaced A/C, heating unit and water heater.",NULL,1YEAR,FREES,3459,APDIS,2,NULL,WESTERDALE DR,5126,5126,WESTON LAKES,1987,4207,77441
50,Y,30,2,0,3,ROSENBERG,4/30/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,GRANITE,183,FORTBEND,115,115,0,Y,1625,2,1/6/12 10:51,29.53079605,-95.76371002,1500,OAKS OF ROSENBERG,1/6/12 0:00,1550,8251,APPDS,NOALL,8,1/15/12 5:49,DRIVER'S LICENSE AND PROOF OF INCOME ARE REQUIRED. THANKS FOR SHOWING. NO SIGN ALLOWED IN THE SUBDIVISION.,NULL,"SPACE & DESIGN COMBINE BEAUTIFULLY IN THIS 1-STORY HOME. KITCHEN FEATURES A BREAKFAST BAR, S.S. APPLIANCES, GRANITE COUNTERTOP, RECESSED CAN LIGHTING, CERAMIC TILE BACKSPLASH & 42'' KEN MOORE CABINETS. MASTER BDRM HAS A CURVE WALL OF WINDOWS AND A GARDEN TUB, GLASS-ENCLOSED SHOWER, DOUBLE SINKS AND A LARGE WALK-IN CLOSET IN BATH. EXTENSIVE CERAMIC TILE FLOORING INCLUDES THE ENTRY/FORMAL DINING/FAMILY ROOM/KITCHEN/HALLWAYS. FRIG/WASHER/DRYER STAY. POOL/PLAYGROUND W/IN A MINUTE AWAY.",NULL,1YEAR,FREES,1998,APDIS,1,NULL,WALNUT GLEN LN,5419,5419,THE OAKS OF ROSENBERG SEC 2,2009,2686,77471
45,Y,30,2,1,3,ROSENBERG,4/30/12 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,9,9,5,NULL,1350,2,4/16/12 13:59,29.55622864,-95.77841187,1350,VILLAGES OF TOWN CENTER,4/16/12 0:00,1350,0,APPDS,NOALL,7,4/16/12 13:59,"Application fee $45/adult, or $65/married couple with same last name. Listing agent check credit. Extra deposit required for no so perfect credit.",NULL,"Nice 2 story Home in quiet neighborhood. With formal living & formal dining, spacious kitchen. Beautiful laminate floors at all common areas. Master bathroom has double sinks, large dressing area, and separate bath & shower. Large backyard, great for kids play & entertaining. Close to shopping, schools, etc. Very clean, and move-in ready!",NULL,1YEAR,NULL,2353,APDIS,2,NULL,E. Parma DR,4805,4805,VILLAGES OF TOWN CENTER SEC,2000,6166,77471
35,Y,30,2,1,3,ROSENBERG,4/27/12 0:00,N,NULL,"ELDRY,WASHR",CNELE,Y,FORMICA,183,FORTBEND,95,95,11,Y,1600,2,1/11/12 14:09,29.57830429,-95.81877899,1600,OTHER - 77471,1/12/12 0:00,1600,73747,APPDS,CSBAS,13,1/12/12 15:33,OWNER TO KEEP 1 ROOM IN SHOP FOR PERSONAL USE & LEAVE TRUCK & TOOLS IN SHOP BUILDING,NULL,NICE COUNTRY HOME ON ALMOST 5 ACRES WITH BARN/WORKSHOP - LARGE BEDROOMS WITH GOOD CLOSET SPACE - SEPARATE UTILITY ROOM IN GARAGE PLUS MUD ROOM WITH 1/2 BATH - SPACIOUS DEN WITH HIGH CEILING & WOOD BURNING FIREPLACE - PECAN TREES,NULL,1YEAR,FREES,1974,APDIS,1,NULL,PERRY ST,511,511,JNO FOSTER HALF LEAGUE,1978,9753,77471
50,N,30,2,0,4,RICHMOND,4/27/12 0:00,N,NULL,NULL,CNELE,N,GRANITE,183,FORTBEND,45,45,9,NULL,NULL,2,3/1/12 13:24,29.56762695,-95.71910858,1400,RIVERPARK WEST,3/1/12 0:00,1500,NULL,NULL,NOALL,16,3/13/12 15:52,"BEAUTIFUL 1 STORY 4 BEDROOM HOME. ORIGINAL OWNER STAY TEMPORARY AND HOUSE LIKE NEW. 1 MONTH SECURITY DEPOSIT PLUS 1ST MONTH RENT.  STAINLESS STEEL SIDE DOOR REFRIGATOR & FRONT LOAD WASHER & DRYER ARE INCLUDE WITH LEASE . NO APPLICATION FEE BUT TENANT PROVIDE RECENTLY FULL CREDIT REPORT OR PREVIOUS LANDLORD FOR QUALIFY. APPLICATON, PICTURE ID, PAYSTUBS (PROOF OF INCOME ). SEND ALL REQUIRED TO STAYINTEXAS@GMAIL.COM",OWNER,"10' High Celings throughout the house, Brick on all 4 sides; 5'extension on garage. New 2 side DR refrigator,washer & dryer included in rent. Mahogany front door with  glass inserts, Energy star home so low utility bills. Gourmet kitchen with maple cabinets, granite countertops, kitchen island, stainless steel built in appliances & stainless steel refrigerator , Designer paint",4/25/12 0:00,1YEAR,NULL,2415,APPRS,1,NULL,WINTER SKY LANE,22114,22114,RIVERPARK WEST,2006,NULL,77469
0,Y,30,2,0,3,SUGAR LAND,4/27/12 0:00,N,NULL,NULL,CNELE,Y,Coria,183,FORTBEND,17,17,0,Y,1950,2,4/10/12 15:47,29.55771637,-95.664711,1950,GREATWOOD TERRACE,4/10/12 0:00,1950,0,APPDS,CSBAS,12,4/23/12 21:12,"1 mo. rent security deposit plus 1st mo. rent/ Good credit only, the score needs over 625/ No smoker/ No short term lease/ pet case by case/ No application fee buy tenant have to provide recently detail credit report for approval.",OWNER,NULL,NULL,1YEAR,NULL,2430,APDIS,1,NULL,WIND TRACE CV,1711,1711,GREATWOOD TERRACE SEC 2,1997,6338,77479
35,Y,30,1,0,2,Needville,4/26/12 0:00,NULL,NULL,ELDRY,CNELE,N,NULL,183,FORTBEND,42,42,0,NULL,NULL,0,3/19/12 16:13,29.34656334,-95.87147522,695,OTHER - 77461,3/15/12 0:00,695,NULL,NULL,NOALL,12,4/2/12 18:43,House for lease.Security deposit $695.00 Application fee $35.00 Agents when showing the house the kitchen counter top will be repaired and utility room cleaned and painted.House has no appliances.Before showing please contact the Listing Agent or Assistant.Agents please leave business card and Thank you for showing.,NULL,Looking to be in the country ? I have something for you! A quante 2bdr 1bth home.With lots of room for the little ones to play.Has no appliances.Plaese no pets !. Security deposit $695.00 application fee $35.00. Thank you,NULL,1YEAR,FREES,1022,APDIS,NULL,NULL,Pleasant Rd,17311,17311,D W Anthony,1940,NULL,77461
35,Y,30,2,0,3,RICHMOND,4/23/12 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,17,17,2,Y,1350,2,2/29/12 14:44,29.50248528,-95.76306152,1350,SUNRISE MEADOW,4/4/12 0:00,1350,10211,APPDS,CSBAS,21,4/5/12 12:31,Avalible for lease 05/01/2012,NULL,"Avalible for lease 05/01/2012 Wonderful 3 bedroom/2 bath home with open floorplan awaits a new owner! Plank laminate flooring and ceramic tile. Master suite includes large walk in closet, two sinks and garden tub with a separated shower. This extremely large lot is beautifully landscaped with a new sidewalk on the side of the house walking distance to neighborhood park, walking trails & 3 acre fishing lake! Call today.",NULL,1YEAR,FREES,1533,APDIS,1,NULL,DAWNGLEN CT,4003,4003,SUNRISE MEADOW SEC 1,2006,4114,77469
0,Y,30,2,0,3,RICHMOND,4/21/12 0:00,NULL,NULL,ELDRY,CNELE,N,Formica,183,FORTBEND,37,37,7,NULL,900,2,3/7/12 13:35,29.54388618,-95.69130707,900,TARA,3/7/12 0:00,900,0,APPDS,NOALL,6,3/17/12 13:51,Positively no pets. Verifiable rental history. Credit report required. Tenant to furnish credit report with completely filled out rental application. Agent is also property manager.  First month + one month deposit. No showings until 4-2-12,NULL,Nice 3-2-2Attached on quiet street. Indoor utility room. One year lease miniumun - will consider longer.,NULL,1YEAR,FREES,1502,APDIS,1,NULL,JEFF DAVIS DR,522,522,TARA SEC 1,1981,5702,77469
40,Y,30,2,0,3,ROSENBERG,4/21/12 0:00,NULL,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,GRANITE,183,FORTBEND,25,25,0,Y,1800,2,3/27/12 14:45,29.52640343,-95.72129059,1590,BONBROOK PLANTATION,3/27/12 0:00,1650,7873,APPDS,CSBAS,32,3/28/12 0:01,"$1650 w/ yard Maintenance included or $1590 without. Please have tenant fill out lease application completely and send copy of Driver's License, past 2 months pay stub's and SS Card along with $40 Application Fee per applicant. Must receive application fee before application will be considered.",OWNER,"Gorgeous brand new one-story DR Horton home w/ lake view that has never been lived in! Refrigerator, washer & dryer & yard maintenance is included in rent. This open floor plan features ceramic tiled entry, decorative arches, dining room & gaslog fireplace in living. Study has double doors. Kitchen has granite counters w/ceramic tile backsplash, gas stove top & lg. breakfast room. Lg. master bath w/seperate tub & shower, double sinks & walk in closet. Back covered patio & full sprinkler system.",NULL,1YEAR,FREES,2153,BUILD,1,NULL,RAPPAHANOOK  LN,9231,9231,BONBROOK PLANTATION,2012,NULL,77469
45,Y,30,3,1,4,FULSHEAR,4/20/12 0:00,N,NULL,WASHR,"CNELE,ZONED",N,GRANITE,183,FORTBEND,102,102,0,Y,2800,3,5/6/10 14:52,29.66048241,-95.92931366,2650,WESTON LAKES,1/9/12 0:00,2800,NULL,APPDS,CSBAS,15,1/9/12 10:10,NULL,TNANT,"AVAILABLE MARCH 1ST. DELIGHTFUL 2-STORY ON APPROX.1/2 ACRE,WOODED GOLF COURSE LOT *CUSTOM DETAILS* WOODEN FLOORS*PLANTATION SHUTTERS* UPDATED KITCHEN W / 2 OVENS, 5-BURNER GAS COOKTOP* DRY BAR W/WINE COOLER* NEW ROOF* SIDING* UPSTAIRS A/C*RADIANT BARRIER IN ATTIC*COZY SCREENED-IN PORCH*LARGE ROOMS*SPACIOUS UTILITY ROOM* LOTS OF STORAGE*GAMEROOM*LARGE 5TH ROOM FOR PLAY OR BDRM*3-CAR GARAGE W/CABINETS* 24 HR MANNED GATES* COUNTRY CLUB/GOLF COURSE COMMUNITY*UNIQUE FINISHING TOUCHES!!",NULL,LONGT,FREES,3850,SELLR,NULL,NULL,WHITBURN TRL,32714,32714,WESTON LAKES,1993,NULL,77441
